,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,StandardComponentId,PlanId,BenefitName,CopayInnTier1,CopayInnTier2,CopayOutofNet,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,IsEHB,IsStateMandate,IsCovered,QuantLimitOnSvc,LimitQty,LimitUnit,MinimumStay,Exclusions,Explanation,EHBVarReason,IsExclFromInnMOOP,IsExclFromOonMOOP,RowNumber,IsSubjToDedTier1,IsSubjToDedTier2
3619469,650347,2015,TN,14002,HIOS,3,9/4/2014 3:25,14002,TN,14002TN0320006,14002TN0320006-02,Diabetes Care Management,$0,,$0,0%,,0%,,Yes,Covered,No,,,,a. Treatments or supplies that are not prescribed and certified by a Practitioner as being Medically Necessary; b. Items not identified in the Mandated Diabetes Supplies List.,"Medically Necessary and Appropriate diagnosis and treatment of diabetes.  In order to be Covered, such services must be prescribed and certified by a Practitioner as Medically Necessary.  The treatment of diabetes consists of medical equipment, supplies, and outpatient self-management training and education, including nutritional counseling. See Pharmacy Prescription Drug Program for additional Diabetic benefits. a. Insulin pumps, infusion devices, and appurtenances, not subject to the benefit limit for durable medical equipment indicated in Attachment C: Schedule of Benefits.  Insulin pump replacement is Covered only for pumps older than forty-eight (48) months and if the pump cannot be repaired; b. Podiatric appliances for prevention of complications associated with diabetes.",Additional EHB Benefit,No,No,130,Yes,No
1459898,1459898,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,29678NE0980003,29678NE0980003-06,Well Baby Visits and Care,Not Applicable,Not Applicable,Not Applicable,10% Coinsurance after deductible,10% Coinsurance after deductible,50% Coinsurance after deductible,,,Covered,,,,,,,Additional EHB Benefit,No,No,107,,
163996,163996,2016,FL,56503,HIOS,7,2015-10-20 04:38:50,56503,FL,56503FL2260002,56503FL2260002-01,Emergency Room Services,Not Applicable,,Not Applicable,10% Coinsurance after deductible,,10% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,75,,
4908488,1939366,2015,OH,47509,SERFF,3,9/11/2014 12:10,47509,OH,47509OH0010009,47509OH0010009-01,Basic Dental Care - Adult,No Charge,,No Charge,20% Coinsurance after deductible,,30% Coinsurance after deductible,,,Covered,,,,,,,Above EHB,Yes,Yes,113,Yes,Yes
4820551,1851429,2015,VA,20507,SERFF,14,11/15/2014 10:06,20507,VA,20507VA1190001,20507VA1190001-01,Long-Term/Custodial Nursing Home Care,,,,,,,,,,,,,,,,,,,70,,
3839152,870030,2015,WY,11269,HIOS,6,12/10/2014 11:54,11269,WY,11269WY0070018,11269WY0070018-00,Durable Medical Equipment,No Charge,,No Charge,20% Coinsurance after deductible,,20% Coinsurance after deductible,Yes,,Covered,,,,,"Benefits are not available for support devices for the foot, including flat foot conditions. There are no benefits for shoe inserts. Benefits are not available for deluxe motorized equipment, electronic speech aids; robotization devices, robotic prosthetics, dental appliances and artificial organs. Benefits are not available for personal hygiene and convenience items such as air conditioner, humidifiers or physical fitness equipment. Benefits are not available for wigs or artificial hairpieces, or hair transplants or implants, regardless of whether or not there is a medical reason for hair loss.","Includes but not limited to Diabetic supplies, therapeutic devices (e.g. hypodermic needles & syringes), oxygen, onsite and take-home medical/surgical supplies.  Benefits are available for rental or purchase, initial fitting/adjustments, repair and replacement, used and refurbished equipment.",Additional EHB Benefit,No,No,95,Yes,Yes
3695403,726281,2015,PA,31609,HIOS,7,7/22/2015 9:15,31609,PA,31609PA0070009,31609PA0070009-03,Routine Eye Exam for Children,No Charge,,No Charge,No Charge,,100%,Yes,,Covered,Yes,1.0,Visit(s) per Year,,,,,No,Yes,102,No,No
832164,832164,2016,TX,63141,HIOS,8,2015-08-26 09:56:12,63141,TX,63141TX0740005,63141TX0740005-03,Transplant Donor Coverage,Not Applicable,Not Applicable,Not Applicable,20% Coinsurance after deductible,Not Applicable,100%,Yes,Yes,Covered,No,,,,,,,No,No,137,,
2940962,1136709,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,20507VA1180001,20507VA1180001-02,Rehabilitative Occupational and Rehabilitative Physical Therapy,$0,,$0,0%,,100%,Yes,,Covered,Yes,30.0,Visit(s) per Year,,,,,No,No,106,Yes,Yes
1047874,1047874,2016,WY,11269,HIOS,5,2015-10-18 12:35:12,11269,WY,11269WY0070002,11269WY0070002-05,Substance Abuse Disorder Outpatient Services,Not Applicable,,Not Applicable,25% Coinsurance after deductible,,25% Coinsurance after deductible,Yes,,Covered,,,,,Benefits are NOT available for therapy or counseling services for marital dysfunction or family dysfunction. Benefits are NOT available for the treatment of codependency.,,Other Law/Regulation,No,No,86,,
4962294,1993172,2015,UT,68781,SERFF,10,11/14/2014 14:52,68781,UT,68781UT0020012,68781UT0020012-00,Specialist Visit,$50,,$0,No Charge,,100%,Yes,,Covered,No,,,,,,,No,No,62,No,No
544852,544852,2016,PA,53789,HIOS,5,2015-10-20 04:38:50,53789,PA,53789PA0100013,53789PA0100013-01,Mental/Behavioral Health Inpatient Services,Not Applicable,Not Applicable,Not Applicable,No Charge after deductible,No Charge after deductible,100%,Yes,,Covered,No,,,,,,Other Law/Regulation,No,No,85,,
494642,494642,2016,OK,98905,HIOS,7,2015-09-02 08:31:46,98905,OK,98905OK0170055,98905OK0170055-00,Preferred Brand Drugs,$35,,Not Applicable,Not Applicable,,100%,Yes,,Covered,No,,,,,,,No,No,89,,
3135278,166156,2015,AZ,51485,HIOS,6,4/22/2015 11:06,51485,AZ,51485AZ0160021,51485AZ0160021-00,Prescription Drugs Other,No Charge,,$0,20% Coinsurance after deductible,,100%,,Yes,Covered,,,,,,,Additional EHB Benefit,No,No,133,Yes,No
1871385,67132,2014,AZ,88925,HIOS,5,2014-01-17 09:36:20,88925,AZ,88925AZ0010028,88925AZ0010028-02,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$0,,$0,0%,,0%,Yes,,Covered,,,,,Excludes non-contracted providers/practitioners,,Substantially Equal,No,Yes,63,Yes,Yes
3518977,549855,2015,OK,87571,HIOS,11,2/19/2015 6:21,87571,OK,87571OK0320019,87571OK0320019-01,Abortion for Which Public Funding is Prohibited,,,,,,,,,Not Covered,,,,,,,,,,116,,
38493,38493,2016,AZ,70239,HIOS,7,2015-11-18 07:25:09,70239,AZ,70239AZ0010049,70239AZ0010049-02,Private-Duty Nursing,,,,,,,,,,,,,,,,,,,71,,
3798341,829219,2015,TN,60299,HIOS,6,11/9/2014 4:38,60299,TN,60299TN0210019,60299TN0210019-00,Long-Term/Custodial Nursing Home Care,,,,,,,,,Not Covered,,,,,,,,,,70,,
3456535,487413,2015,NJ,50221,HIOS,14,1/21/2015 9:35,50221,NJ,50221NJ0040001,50221NJ0040001-03,Private-Duty Nursing,No Charge,No Charge,No Charge,30% Coinsurance after deductible,30% Coinsurance after deductible,100%,Yes,,Covered,Yes,60.0,Visit(s) per Year,,,,,No,No,71,Yes,Yes
4595590,1626468,2015,MI,29698,SERFF,11,5/22/2015 14:18,29698,MI,29698MI0570012,29698MI0570012-02,Basic Dental Care - Adult,,,,,,,,,Not Covered,,,,,,,,,,113,,
33156,33156,2016,AZ,65441,HIOS,4,2015-08-23 12:37:12,65441,AZ,65441AZ0070004,65441AZ0070004-01,Inherited Metabolic Disorder - PKU,$0 Copay after deductible,,Not Applicable,Not Applicable,,100%,Yes,Yes,Covered,,,,,,Medical foods/formula for inherited metabolic disorder,,No,No,131,,
3221093,251971,2015,FL,68398,HIOS,13,7/22/2015 9:15,68398,FL,68398FL0010074,68398FL0010074-01,"Imaging (CT/PET Scans, MRIs)",No Charge after deductible,,No Charge,No Charge after deductible,,100%,Yes,,Covered,No,,,,,,,No,No,97,Yes,Yes
1187164,1187164,2016,IA,51902,SERFF,6,2015-10-21 17:48:08,51902,IA,51902IA0010003,51902IA0010003-00,Non-Preferred Brand Drugs,$120,,Not Applicable,20%,,100%,Yes,,Covered,Yes,31.0,Days per Month,,,Teir 3:  Quantity Level Limits may apply. Minimum or maximum prescription drug copays may apply.  Please refer to SBC or Plan Brochure for complete & detailed description.,Substantially Equal,No,Yes,90,,
3705500,736378,2015,PA,33709,HIOS,14,6/19/2015 13:25,33709,PA,33709PA0440013,33709PA0440013-01,Weight Loss Programs,,,,,,,,,Not Covered,,,,,,,,,,101,,
3729450,760328,2015,SC,39996,HIOS,5,11/13/2014 10:25,39996,SC,39996SC0220025,39996SC0220025-02,Outpatient Surgery Physician/Surgical Services,No Charge,,No Charge,No Charge,,No Charge,Yes,,Covered,,,,,,,,No,No,65,Yes,No
2964036,1159783,2014,VA,99663,SERFF,5,2013-11-27 09:24:34,99663,VA,99663VA0140027,99663VA0140027-01,Prosthetic Devices,No Charge after deductible,,No Charge,No Charge after deductible,,100%,,,Covered,No,,,,,,Additional EHB Benefit,No,No,124,Yes,Yes
3409850,440728,2015,IN,35065,HIOS,10,2/19/2015 6:21,35065,IN,35065IN0030008,35065IN0030008-05,Laboratory Outpatient and Professional Services,No Charge,,$0,10% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,108,Yes,Yes
2647884,843631,2014,IL,58288,SERFF,3,2013-09-02 14:52:56,58288,IL,58288IL0380029,58288IL0380029-03,Cancer Drug Administration,No Charge,,$0,20% Coinsurance after deductible,,100%,,,Covered,No,,,,,,Additional EHB Benefit,No,No,143,Yes,Yes
93346,93346,2016,FL,27357,HIOS,4,2015-10-20 04:38:50,27357,FL,27357FL1840034,27357FL1840034-01,Radiation,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,100%,,,Covered,No,,,,,,Additional EHB Benefit,No,Yes,122,,
62670,62670,2016,FL,16842,HIOS,9,2015-09-02 08:31:46,16842,FL,16842FL0070102,16842FL0070102-01,Acupuncture,,,,,,,,,Not Covered,,,,,,,,,,100,,
3505825,536703,2015,OK,85408,HIOS,6,12/10/2014 11:54,85408,OK,85408OK0010011,85408OK0010011-00,Laboratory Outpatient and Professional Services,$40 Copay before deductible,,$0,0%,,100%,Yes,,Covered,,,,,,,,No,Yes,108,No,No
5016924,2047802,2015,VA,95185,SERFF,20,2/18/2015 11:10,95185,VA,95185VA0500009,95185VA0500009-00,Prenatal and Postnatal Care,$0,,$0,No Charge,,100%,Yes,Yes,Covered,,,,,,,,No,No,82,No,No
2770416,966163,2014,NE,77931,SERFF,6,2014-01-24 09:49:15,77931,NE,77931NE0070001,77931NE0070001-05,Major Dental Care - Child,$0,,$0,50% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,112,Yes,No
4300532,1331410,2015,NM,93091,OPM,5,11/24/2014 15:19,93091,NM,93091NM0190002,93091NM0190002-06,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$10,,$0,No Charge,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,Substantially Equal,No,No,63,No,No
3913762,944640,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460002,33602TX0460002-00,Diabetes Education,No Charge,,No Charge,20% Coinsurance after deductible,,100%,,,Covered,,,,,,,Additional EHB Benefit,No,No,123,Yes,Yes
2042991,238738,2014,IN,50816,HIOS,9,2013-11-26 13:14:08,50816,IN,50816IN0110006,50816IN0110006-01,Treatment for Temporomandibular Joint Disorders,No Charge,,$0,20% Coinsurance after deductible,,100%,,,Covered,,,,,,,Additional EHB Benefit,No,Yes,126,Yes,Yes
4038818,1069696,2015,WI,37833,HIOS,7,11/9/2014 4:38,37833,WI,37833WI0520002,37833WI0520002-02,Urgent Care Centers or Facilities,$0,,$0,0%,,0%,Yes,,Covered,,,,,,,,No,Yes,73,Yes,Yes
131265,131265,2016,FL,30252,HIOS,8,2015-09-02 08:31:46,30252,FL,30252FL0070005,30252FL0070005-02,Dental Check-Up for Children,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,,,104,,
1355623,1355623,2016,ME,48396,SERFF,6,2015-08-23 14:39:40,48396,ME,48396ME0730012,48396ME0730012-00,Treatment for Temporomandibular Joint Disorders,$300 Copay after deductible,,Not Applicable,Not Applicable,,100%,,,Covered,,,,,Dental services and dental appliances,,Above EHB,No,No,126,,
2558747,754494,2014,IA,18973,SERFF,3,2013-11-27 09:24:34,18973,IA,18973IA0160002,18973IA0160002-03,Accidental Dental,$75,,$0,No Charge,,100%,Yes,,Covered,,,,,,Care must be completed within 12 months of the injury,,No,No,118,Yes,Yes
510152,510152,2016,PA,16322,HIOS,3,2015-08-26 09:56:12,16322,PA,16322PA0060059,16322PA0060059-00,Rehabilitative Occupational and Rehabilitative Physical Therapy,$40,,Not Applicable,Not Applicable,,40% Coinsurance after deductible,Yes,,Covered,Yes,30.0,Visit(s) per Benefit Period,,,,Substantially Equal,No,No,106,,
3668260,699138,2015,PA,19068,HIOS,4,11/9/2014 4:38,19068,PA,19068PA0200011,19068PA0200011-02,Infusion Therapy,No Charge,,No Charge,No Charge,,No Charge,,Yes,Covered,,,,,,,,No,No,125,Yes,No
1784468,1784468,2016,VA,99663,SERFF,10,2015-08-27 03:52:03,99663,VA,99663VA0140041,99663VA0140041-02,Prenatal and Postnatal Care,No Charge,No Charge,No Charge,No Charge,No Charge,No Charge,Yes,Yes,Covered,,,,,No cost sharing for in network prenatal care.,Member cost share based on place and type of service.,,No,No,82,,
1718887,1718887,2016,UT,68781,SERFF,4,2015-08-27 03:52:03,68781,UT,68781UT0030004,68781UT0030004-03,Rehabilitative Occupational and Rehabilitative Physical Therapy,$40 Copay after deductible,,Not Applicable,Not Applicable,,100%,Yes,,Covered,Yes,40.0,Days per Year,,,"Outpatient Physical, Speech, and Occupational Rehabilitation and Habilitation Services separate limit of 20 visits. Inpatient Physical, Speech, and Occupational Rehabilitation Services combined limit of 40 days.",Substantially Equal,No,No,106,,
4019597,1050475,2015,WI,37833,HIOS,7,11/9/2014 4:38,37833,WI,37833WI0380031,37833WI0380031-00,Outpatient Surgery Physician/Surgical Services,No Charge,,No Charge,20% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,Yes,65,Yes,Yes
4487572,1518450,2015,IL,79763,SERFF,4,11/20/2014 15:54,79763,IL,79763IL0510002,79763IL0510002-00,Treatment for Temporomandibular Joint Disorders,No Charge,No Charge,No Charge,35% Coinsurance after deductible,45% Coinsurance after deductible,50% Coinsurance after deductible,Yes,,Covered,,,,,,"Referrals to a Preferred Network Provider must be made by Your designated Primary Care Physician (PCP) or another Preferred Network Provider, for Tier 1 Preferred Benefits.",Substantially Equal,No,No,126,Yes,Yes
3087256,118134,2015,GA,45495,HIOS,8,2/19/2015 6:21,45495,GA,45495GA0020017,45495GA0020017-03,Laboratory Outpatient and Professional Services,No Charge,,$0,No Charge after deductible,,100%,Yes,,Covered,,,,,,,,No,No,108,Yes,Yes
4435262,1466140,2015,IL,68432,SERFF,6,2/22/2015 21:18,68432,IL,68432IL0020012,68432IL0020012-01,Rehabilitative Speech Therapy,No Charge,,$0,No Charge after deductible,,100%,Yes,,Covered,,,,,,,,No,No,105,Yes,Yes
4576234,1607112,2015,MI,29241,SERFF,4,11/15/2014 10:06,29241,MI,29241MI0270068,29241MI0270068-01,Delivery and All Inpatient Services for Maternity Care,$500 Copay after deductible,,$0,30% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,,,,No,No,83,Yes,No
453322,453322,2016,NJ,91762,HIOS,8,2015-11-18 07:25:09,91762,NJ,91762NJ0080064,91762NJ0080064-00,Habilitation Services,$50 Copay after deductible,$50 Copay after deductible,Not Applicable,Not Applicable,Not Applicable,100%,Yes,,Covered,Yes,30.0,Visit(s) per Year,,,"Habilitation services are subject to the limits applicable to rehabilitation services, other therapies, services and supplies.",Substantially Equal,No,No,93,,
1755934,1755934,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,88380VA0720021,88380VA0720021-00,Hearing Aids,,,,,,,,,,,,,,,,,,,96,,
1866623,62370,2014,AZ,88925,HIOS,5,2014-01-17 09:36:20,88925,AZ,88925AZ0010016,88925AZ0010016-00,Routine Dental Services (Adult),,,,,,,,,Not Covered,,,,,,,,No,Yes,68,Yes,Yes
1493359,1493359,2016,NM,57173,SERFF,7,2015-10-21 17:48:08,57173,NM,57173NM0310005,57173NM0310005-00,Reconstructive Surgery,Not Applicable,,Not Applicable,50% Coinsurance after deductible,,100%,,,Covered,,,,,,,Above EHB,No,No,128,,
1910559,106306,2014,FL,16842,HIOS,6,2014-01-17 09:36:20,16842,FL,16842FL0070103,16842FL0070103-01,Osteoporosis,$50,,No Charge,No Charge,,50% Coinsurance after deductible,,Yes,Covered,No,,,,,,Additional EHB Benefit,No,No,135,Yes,Yes
2528305,724052,2014,WI,79475,OPM,2,2013-11-27 09:24:34,79475,WI,79475WI0500002,79475WI0500002-01,Orthodontia - Adult,,,,,,,,,,,,,,,,,,,114,,
798434,798434,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0770071,33602TX0770071-00,Substance Abuse Disorder Outpatient Services,No Charge,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50% Coinsurance after deductible,Yes,,Covered,,,,,,,Substantially Equal,No,No,86,,
4437691,1468569,2015,IL,68432,SERFF,6,2/22/2015 21:18,68432,IL,68432IL0030007,68432IL0030007-01,Preferred Brand Drugs,$50,,$0,No Charge,,100%,Yes,,Covered,,,,,,,,No,No,89,No,No
1560426,1560426,2016,OH,28162,SERFF,14,2015-08-28 13:59:00,28162,OH,28162OH0060065,28162OH0060065-03,Treatment for Temporomandibular Joint Disorders,Not Applicable,,Not Applicable,10% Coinsurance after deductible,,30% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,126,,
4447179,1478057,2015,IL,68432,SERFF,6,2/22/2015 21:18,68432,IL,68432IL0050008,68432IL0050008-03,Hospice Services,No Charge,,$0,30% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,66,Yes,Yes
155668,155668,2016,FL,56503,HIOS,7,2015-10-20 04:38:50,56503,FL,56503FL1990001,56503FL1990001-03,Routine Foot Care,$40,,Not Applicable,Not Applicable,,30% Coinsurance after deductible,Yes,,Covered,,,,,Covered only for the treatment of severe diabetic foot disease,Covered only for the treatment of severe diabetic foot disease,Substantially Equal,No,No,99,,
2456735,652482,2014,WI,84670,HIOS,9,2014-05-02 13:10:05,84670,WI,84670WI1330004,84670WI1330004-00,Emergency Transportation/Ambulance,$0,,$0,20% Coinsurance after deductible,,20% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,76,Yes,Yes
4804134,1835012,2015,VA,15668,SERFF,9,9/9/2014 16:12,15668,VA,15668VA0130039,15668VA0130039-03,Hospice Services,No Charge,,No Charge,35% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,,No,No,66,Yes,Yes
759634,759634,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0470121,33602TX0470121-01,Routine Eye Exam for Children,No Charge,Not Applicable,Not Applicable,No Charge,Not Applicable,100%,Yes,,Covered,Yes,1.0,Visit(s) per Benefit Period,,,"When purchasing Out of Network, reimbursements are available.  See benefit book for full details.",Substantially Equal,No,No,102,,
1932431,128178,2014,FL,30252,HIOS,8,2014-01-17 09:36:20,30252,FL,30252FL0020059,30252FL0020059-02,Orthodontia - Child,$0,,$0,0%,,100%,Yes,,Covered,No,,,,,,,No,Yes,111,No,No
118040,118040,2016,FL,27357,HIOS,4,2015-10-20 04:38:50,27357,FL,27357FL1880013,27357FL1880013-03,Hearing Aids,,,,,,,,,Not Covered,,,,,,,,,,96,,
1459364,1459364,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,29678NE0980002,29678NE0980002-03,Private-Duty Nursing,,,,,,,,,,,,,,,,,,,71,,
2015470,211217,2014,GA,63940,HIOS,4,2013-09-02 11:39:25,63940,GA,63940GA0180001,63940GA0180001-01,Routine Dental Services (Adult),No Charge,,No Charge,10%,,10%,,,Covered,,,,,,,Above EHB,Yes,Yes,68,No,No
3199396,230274,2015,AZ,60761,HIOS,13,1/21/2015 9:35,60761,AZ,60761AZ0710001,60761AZ0710001-02,Massage Therapy,$0,,$0,0%,,0%,,,Covered,Yes,12.0,Visit(s) per Year,,,,Above EHB,Yes,Yes,140,No,No
794754,794754,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0770060,33602TX0770060-00,Orthodontia - Child,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,No,No,111,,
1236182,1236182,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,36096IL0950006,36096IL0950006-01,Multiple Sclerosis,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,100%,Yes,Yes,Covered,,,,,,,,No,No,136,,
3026155,57033,2015,FL,27357,HIOS,7,2/13/2015 8:19,27357,FL,27357FL1840033,27357FL1840033-00,Laboratory Outpatient and Professional Services,$0,,No Charge,No Charge,,100%,Yes,,Covered,No,,,,,,,No,No,108,No,No
3076407,107285,2015,AL,44580,HIOS,16,1/16/2015 17:32,44580,AL,44580AL0360004,44580AL0360004-03,Off Label Prescription Drugs,No Charge,,$0,35% Coinsurance after deductible,,50% Coinsurance after deductible,,Yes,Covered,No,,,,,,Additional EHB Benefit,No,No,129,Yes,Yes
